,offset
7162,36562
7163,36368
7164,35709
7165,35702
7166,36968
7167,35679
7168,36447
7169,37021
7170,36583
7171,36832
7172,35863
7173,35693
7174,36689
7175,35853
7176,36053
7177,35668
7178,36441
7179,35310
7180,36263
7181,37017
7182,36472
7183,36397
7184,35088
7185,36528
7186,35281
7187,35933
7188,35215
7189,35492
7190,35317
7191,36356
7192,35084
7193,35568
7194,36025
7195,36935
7196,35210
7197,37000
7198,35500
7199,37047
7200,35763
7201,35504
7202,36926
7203,35671
7204,35650
7205,36831
7206,36017
7207,36017
7208,36491
7209,36208
7210,36238
7211,36527
7212,36108
7213,35495
7214,36489
7215,36012
7216,35836
7217,35236
7218,36568
7219,35128
7220,35216
7221,37048
7222,35681
7223,36543
7224,36338
7225,35985
7226,35484
7227,36540
7228,35669
7229,36733
7230,36948
7231,35913
7232,35443
7233,36380
7234,36307
7235,36956
7236,36428
7237,35873
7238,35833
7239,36793
7240,36809
7241,36555
7242,36013
7243,35518
7244,35570
7245,36952
7246,36076
7247,35093
7248,35664
7249,35614
7250,36036
7251,36075
7252,36898
7253,36986
7254,36816
7255,35785
7256,36610
7257,35289
7258,36279
7259,36544
7260,36484
7261,36437
7262,36601
7263,35310
7264,35503
7265,36476
7266,35979
7267,35859
7268,35505
7269,35927
7270,35191
7271,36991
7272,36557
7273,36769
7274,35425
7275,36623
7276,36502
7277,36464
7278,35856
7279,35935
7280,35830
7281,36141
7282,35355
7283,36703
7284,35204
7285,36898
7286,36113
7287,36523
7288,35392
7289,35157
7290,36257
7291,36654
7292,35499
7293,36620
7294,36094
7295,36178
7296,36904
7297,36544
7298,36017
7299,36406
7300,36958
7301,35699
7302,35681
7303,36038
7304,35340
7305,35108
7306,36513
7307,35989
7308,35953
7309,36434
7310,36445
7311,36250
7312,35771
7313,35957
7314,36522
7315,35809
7316,36818
7317,35511
7318,36637
7319,35618
7320,35481
7321,36434
7322,36009
7323,36247
7324,36892
7325,36035
7326,36736
7327,35620
7328,36472
7329,36341
7330,35915
7331,35647
7332,35632
7333,36842
7334,35973
7335,35199
7336,35292
7337,36994
7338,35731
7339,35981
7340,36929
7341,36461
7342,36451
7343,36896
7344,35653
7345,36127
7346,36745
7347,36887
7348,36782
7349,35529
7350,36107
7351,36916
7352,36931
7353,35720
7354,35573
7355,35382
7356,35386
7357,35585
7358,36515
7359,36887
7360,36752
7361,35573
7362,35908
7363,36792
7364,35126
7365,36445
7366,35944
7367,35880
7368,35526
7369,35343
7370,35212
7371,35238
7372,35403
7373,36024
7374,36298
7375,36554
7376,35842
7377,36693
7378,36696
7379,36954
7380,35515
7381,35663
7382,36301
7383,35866
7384,35614
7385,35081
7386,35646
7387,35371
7388,35311
7389,36584
7390,35947
7391,35641
7392,36577
7393,36438
7394,35681
7395,36475
7396,35922
7397,36199
7398,35190
7399,36421
7400,36591
7401,36461
7402,35369
7403,35264
7404,36900
7405,36647
7406,35404
7407,36126
7408,36063
7409,36733
7410,35951
7411,35292
7412,36961
7413,35182
7414,35799
7415,36389
7416,35716
7417,35694
7418,35138
7419,35692
7420,36707
7421,35989
7422,35129
7423,35769
7424,35647
7425,36209
7426,36350
7427,35500
7428,35604
7429,37031
7430,36599
7431,35625
7432,35410
7433,36948
7434,35652
7435,36112
7436,35757
7437,36202
7438,36737
7439,35248
7440,36900
7441,36489
7442,35137
7443,35328
7444,37053
7445,35334
7446,35850
7447,35726
7448,35759
7449,36770
7450,36710
7451,36029
7452,35407
7453,35664
7454,35120
7455,36609
7456,37047
7457,35608
7458,35101
7459,36177
7460,36371
7461,36319
7462,36230
7463,35112
7464,35925
7465,36169
7466,36757
7467,36015
7468,36736
7469,36642
7470,35114
7471,36718
7472,36330
7473,36107
7474,36823
7475,36788
7476,35861
7477,35282
7478,35319
7479,36853
7480,36241
7481,36231
7482,35098
7483,36686
7484,35850
7485,35248
7486,36087
7487,36839
7488,35504
7489,35789
7490,36264
7491,35131
7492,36760
7493,35904
7494,36031
7495,36842
7496,36175
7497,35718
7498,35452
7499,35082
7500,35325
7501,36031
7502,36029
7503,35578
7504,35950
7505,36357
7506,36119
7507,35271
7508,35917
7509,35991
7510,36194
7511,36122
7512,35669
7513,36670
7514,35255
7515,35171
7516,36906
7517,36886
7518,35932
7519,35380
7520,36929
7521,36945
7522,35783
7523,36727
7524,36654
7525,36888
7526,36770
7527,36960
7528,35470
7529,35234
7530,35999
7531,35805
7532,35291
7533,36278
7534,36306
7535,35743
7536,36703
7537,36417
7538,35271
7539,36847
7540,36994
7541,35481
7542,36298
7543,35715
7544,35389
7545,36849
7546,35393
7547,35741
7548,36644
7549,35232
7550,35492
7551,36594
7552,36688
7553,35665
7554,36205
7555,36259
7556,37016
7557,35199
7558,36069
7559,36222
7560,36009
7561,36731
7562,36089
7563,35975
7564,35855
7565,35810
7566,36136
7567,36641
7568,36370
7569,36140
7570,36037
7571,36721
7572,35422
7573,36779
7574,36455
7575,36976
7576,36762
7577,35356
7578,35065
7579,35423
7580,35696
7581,35427
7582,36399
7583,36374
7584,35372
7585,35489
7586,36823
7587,36652
7588,35340
7589,36485
7590,35564
7591,36948
7592,36001
7593,36683
7594,35347
7595,35238
7596,36919
7597,36057
7598,36102
7599,36187
7600,35862
7601,35872
7602,36315
7603,36373
7604,36595
7605,35933
7606,36179
7607,37023
7608,36388
7609,36097
7610,36460
7611,36472
7612,35958
7613,36028
7614,35638
7615,36042
7616,35321
7617,36437
7618,36422
7619,35470
7620,35839
7621,35137
7622,37017
7623,36975
7624,35626
7625,36314
7626,36667
7627,35352
7628,35966
7629,35510
7630,35382
7631,36911
7632,35864
7633,35970
7634,36350
7635,36444
7636,35191
7637,35776
7638,36515
7639,35527
7640,36430
7641,35384
7642,35650
7643,36278
7644,36651
7645,36457
7646,36230
7647,36910
7648,36655
7649,36067
7650,36982
7651,35742
7652,35378
7653,36700
7654,36296
7655,36365
7656,36890
7657,36550
7658,36863
7659,35197
7660,36417
7661,36751
7662,36330
7663,35870
7664,36914
7665,36438
7666,36786
7667,35214
7668,35216
7669,35065
7670,36818
7671,35126
7672,36429
7673,35218
7674,36738
7675,35243
7676,36861
7677,36828
7678,35333
7679,36188
7680,35580
7681,35190
7682,35491
7683,36821
7684,35947
7685,35756
7686,36461
7687,35635
7688,36421
7689,36914
7690,35792
7691,35475
7692,36756
7693,36470
7694,37045
7695,35389
7696,35904
7697,35229
7698,35790
7699,35301
7700,35930
7701,35988
7702,36768
7703,35748
7704,36093
7705,36954
7706,35273
7707,35086
7708,36917
7709,36418
7710,35179
7711,35368
7712,35900
7713,36635
7714,36921
7715,36293
7716,36525
7717,35497
7718,35478
7719,35204
7720,36841
7721,36436
7722,36913
7723,35393
7724,35997
7725,36883
7726,36117
7727,35113
7728,35734
7729,36498
7730,36711
7731,36329
7732,35668
7733,36413
7734,35700
7735,36680
7736,35379
7737,35991
7738,35172
7739,35154
7740,35655
7741,35391
7742,36630
7743,35114
7744,36342
7745,35711
7746,35113
7747,36794
7748,35367
7749,35581
7750,35283
7751,35543
7752,35590
7753,36671
7754,36404
7755,37049
7756,36964
7757,36803
7758,36235
7759,36078
7760,36087
7761,35457
7762,36953
7763,35223
7764,35333
7765,35649
7766,36905
7767,35126
7768,36381
7769,36792
7770,35548
7771,35387
7772,36637
7773,36455
7774,35423
7775,35563
7776,36277
7777,36328
7778,36007
7779,36954
7780,35285
7781,35072
7782,36984
7783,36735
7784,35465
7785,36227
7786,35813
7787,36399
7788,36369
7789,35414
7790,35618
7791,36735
7792,35259
7793,35230
7794,35680
7795,35540
7796,35836
7797,36756
7798,36717
7799,35674
7800,36181
7801,35342
7802,36953
7803,35682
7804,35350
7805,35674
7806,36758
7807,36980
7808,36158
7809,35311
7810,35678
7811,36136
7812,35270
7813,36645
7814,36629
7815,35492
7816,35966
7817,35883
7818,36375
7819,36607
7820,35265
7821,35127
7822,37039
7823,36728
7824,35874
7825,36041
7826,37042
7827,36379
7828,35080
7829,36859
7830,35666
7831,36486
7832,36026
7833,36025
7834,35820
7835,35433
7836,35493
7837,36042
7838,36849
7839,36187
7840,36824
7841,36983
7842,35473
7843,36127
7844,36575
7845,36675
7846,36159
7847,36379
7848,35528
7849,35347
7850,35951
7851,36495
7852,36904
7853,36596
7854,35471
7855,36533
7856,35811
7857,36071
7858,35531
7859,35164
7860,35568
7861,36765
7862,35300
7863,37048
7864,35808
7865,35201
7866,36489
7867,35152
7868,35500
7869,35949
7870,35743
7871,36574
7872,35898
7873,35985
7874,35969
7875,36740
7876,36007
7877,36867
7878,36410
7879,36284
7880,36592
7881,36327
7882,36403
7883,36383
7884,35984
7885,35825
7886,35145
7887,35481
7888,36929
7889,36460
7890,35596
7891,35331
7892,36757
7893,36971
7894,36126
7895,36617
7896,36579
7897,35286
7898,36677
7899,36622
7900,36873
7901,35915
7902,36781
7903,35474
7904,35735
7905,35276
7906,36773
7907,35075
7908,36845
7909,36576
7910,36379
7911,35522
7912,35471
7913,36992
7914,36536
7915,36701
7916,36773
7917,35851
7918,35464
7919,35685
7920,36733
7921,35697
7922,36415
7923,36660
7924,35831
7925,37064
7926,36922
7927,35541
7928,35122
7929,36454
7930,36890
7931,36767
7932,35576
7933,36286
7934,35633
7935,35689
7936,35436
7937,36700
7938,36428
7939,36499
7940,35299
7941,36869
7942,35095
7943,35777
7944,36557
7945,36987
